GSMID	GSEID	BrendaTerm
GSM550880	GSE22148	sputum
GSM550881	GSE22148	sputum
GSM550882	GSE22148	sputum
GSM550883	GSE22148	sputum
GSM550888	GSE22148	sputum
GSM550889	GSE22148	sputum
GSM337462	GSE13637	HUVEC cell
GSM337461	GSE13637	HUVEC cell
GSM337460	GSE13637	HUVEC cell
GSM337467	GSE13637	HUVEC cell
GSM337465	GSE13637	HUVEC cell
GSM337464	GSE13637	HUVEC cell
GSM299912	GSE11877	peripheral blood, acute lymphoblastic leukemia cell
GSM299913	GSE11877	peripheral blood, acute lymphoblastic leukemia cell
GSM299916	GSE11877	peripheral blood, acute lymphoblastic leukemia cell
GSM299919	GSE11877	peripheral blood, acute lymphoblastic leukemia cell
GSM281649	GSE11166	kidney
GSM281648	GSE11166	kidney
GSM281641	GSE11166	kidney
GSM281640	GSE11166	kidney
GSM281643	GSE11166	kidney
GSM281642	GSE11166	kidney
GSM281645	GSE11166	kidney
GSM281644	GSE11166	kidney
GSM281647	GSE11166	kidney
GSM281646	GSE11166	kidney
GSM456351	GSE18269	hepatocyte
GSM456350	GSE18269	hepatocyte
GSM159018	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159019	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159010	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159011	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159012	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159013	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159014	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159015	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159016	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159017	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM275075	GSE10846, GSE11318	lymph node, B-cell lymphoma cell
GSM275074	GSE10846, GSE11318	lymph node, B-cell lymphoma cell
GSM275077	GSE10846, GSE17372	lymph node
GSM275076	GSE10846, GSE17372	lymph node
GSM275071	GSE10846, GSE11318	lymph node, B-cell lymphoma cell
GSM275070	GSE10846, GSE11318	lymph node, B-cell lymphoma cell
GSM275073	GSE10846, GSE11318	lymph node, B-cell lymphoma cell
GSM275072	GSE10846, GSE11318	lymph node, B-cell lymphoma cell
GSM275079	GSE10846	lymph node
GSM275078	GSE10846, GSE17372	lymph node
GSM465183	GSE18728	breast
GSM249942	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM249943	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM249940	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM249941	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM249946	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM249948	GSE9890, GSE9899	cystadenocarcinoma cell
GSM545662	GSE21610	heart, cardiac muscle
GSM254163	GSE19407, GSE8545	respiratory epithelium cell
GSM254160	GSE11952, GSE19407, GSE19667, GSE8545	respiratory epithelium cell, alveolar macrophage
GSM254161	GSE11952, GSE19407, GSE19667, GSE8545	respiratory epithelium cell, alveolar macrophage
GSM254169	GSE19407, GSE8545	respiratory epithelium cell
GSM350213	GSE13904	blood
GSM350212	GSE13904	blood
GSM350211	GSE13904	blood
GSM350210	GSE13904	blood
GSM350217	GSE13904	blood
GSM350216	GSE13904	blood
GSM350215	GSE13904	blood
GSM350214	GSE13904	blood
GSM350219	GSE13904	blood
GSM350218	GSE13904	blood
GSM300333	GSE11882	hippocampus
GSM300332	GSE11882	entorhinal cortex
GSM300339	GSE11882	hippocampus
GSM300338	GSE11882	entorhinal cortex
GSM703144	GSE28448	HMEpC cell
GSM466989	GSE18842	lung
GSM95511	GSE4183	colon
GSM466988	GSE18842	lung
GSM95510	GSE4183	colon
GSM445944	GSE17855, GSE22056	acute myeloid leukemia cell
GSM445945	GSE17855, GSE22056	acute myeloid leukemia cell
GSM445946	GSE17855, GSE22056	acute myeloid leukemia cell
GSM445947	GSE17855, GSE22056	acute myeloid leukemia cell
GSM445940	GSE17855, GSE22056	acute myeloid leukemia cell
GSM445941	GSE17855, GSE22056	acute myeloid leukemia cell
GSM445942	GSE17855, GSE22056	acute myeloid leukemia cell
GSM445943	GSE17855, GSE22056	acute myeloid leukemia cell
GSM607508	GSE24742	synovium
GSM607509	GSE24742	synovium
GSM172462	GSE7161	MCF-7 cell
GSM172460	GSE7161	MCF-7 cell
GSM172461	GSE7161	MCF-7 cell
GSM213500	GSE8608	macrophage
GSM439998	GSE17624	Ishikawa cell
GSM439999	GSE17624	Ishikawa cell
GSM439994	GSE17624	Ishikawa cell
GSM439995	GSE17624	Ishikawa cell
GSM439996	GSE17624	Ishikawa cell
GSM439997	GSE17624	Ishikawa cell
GSM439990	GSE17624	Ishikawa cell
GSM439991	GSE17624	Ishikawa cell
GSM439992	GSE17624	Ishikawa cell
GSM439993	GSE17624	Ishikawa cell
GSM350978	GSE13933	respiratory epithelium cell, trachea
GSM350979	GSE13933	respiratory epithelium cell, trachea
GSM350976	GSE13933	respiratory epithelium cell, trachea
GSM350977	GSE13933	respiratory epithelium cell, trachea
GSM350974	GSE13933	respiratory epithelium cell, trachea
GSM350975	GSE13933	respiratory epithelium cell, trachea
GSM350972	GSE13933	respiratory epithelium cell, trachea
GSM350973	GSE13933	respiratory epithelium cell, trachea
GSM350970	GSE13933	respiratory epithelium cell, trachea
GSM350971	GSE13933	respiratory epithelium cell, trachea
GSM215109	GSE8671	colon
GSM215108	GSE8671	colon
GSM215103	GSE8671	colon
GSM215102	GSE8671	colon
GSM215101	GSE8671	colon
GSM215100	GSE8671	colon
GSM215107	GSE8671	colon
GSM215106	GSE8671	colon
GSM215104	GSE8671	colon
GSM97959	GSE4290	brain
GSM97958	GSE4290	brain
GSM97957	GSE4290	brain
GSM97956	GSE4290	brain
GSM97955	GSE4290, GSE4536	brain
GSM97954	GSE4290	brain
GSM97953	GSE4290, GSE4536	brain
GSM97952	GSE4290	brain
GSM97951	GSE4290	brain
GSM97950	GSE4290	brain
GSM281084	GSE11166	kidney
GSM494564	GSE19804	lung
GSM494565	GSE19804	lung
GSM494566	GSE19804	lung
GSM494567	GSE19804	lung
GSM494560	GSE19804	lung
GSM494561	GSE19804	lung
GSM494562	GSE19804	lung
GSM494563	GSE19804	lung
GSM494568	GSE19804	lung
GSM494569	GSE19804	lung
GSM201245	GSE8121	blood
GSM201244	GSE8121	blood
GSM201247	GSE8121	blood
GSM201246	GSE8121	blood
GSM201241	GSE8121	blood
GSM201240	GSE8121	blood
GSM201243	GSE8121	blood
GSM201242	GSE8121	blood
GSM201249	GSE8121	blood
GSM201248	GSE8121	blood
GSM628051	GSE25550	spleen
GSM646758	GSE26339	adipose tissue
GSM646759	GSE26339	adipose tissue
GSM646752	GSE26339	adipose tissue
GSM646750	GSE26339	adipose tissue
GSM646751	GSE26339	adipose tissue
GSM646756	GSE26339	adipose tissue
GSM646757	GSE26339	adipose tissue
GSM646754	GSE26339	adipose tissue
GSM646755	GSE26339	adipose tissue
GSM711728	GSE28726	T-lymphocyte
GSM711729	GSE28726	T-lymphocyte
GSM523334	GSE20916	colon
GSM523335	GSE20916	colon
GSM523336	GSE20916	colon
GSM523337	GSE20916	colon
GSM523330	GSE20916	colon
GSM523331	GSE20916	colon
GSM523332	GSE20916	colon
GSM523333	GSE20916	colon
GSM523338	GSE20916	colon
GSM523339	GSE20916	colon
GSM281878	GSE11190	liver
GSM281879	GSE11190	blood
GSM281872	GSE11190	blood
GSM281873	GSE11190	liver
GSM281870	GSE11190	liver
GSM281871	GSE11190	blood
GSM281876	GSE11190	blood
GSM281877	GSE11190	liver
GSM281874	GSE11190	liver
GSM281875	GSE11190	blood
GSM241169	GSE9511	uterine leiomyoma cell, uterus
GSM97856	GSE4290	brain
GSM491279	GSE19615	breast
GSM491278	GSE19615	breast
GSM135261	GSE5787	squamous cell carcinoma cell, cervical carcinoma cell
GSM135260	GSE5787	squamous cell carcinoma cell, cervical carcinoma cell
GSM491275	GSE19615	breast
GSM491274	GSE19615	breast
GSM491273	GSE19615	breast
GSM491272	GSE19615	breast
GSM491271	GSE19615	breast
GSM491270	GSE19615	breast
GSM472130	GSE19069	T-cell lymphoma cell
GSM494009	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM494008	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM494007	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM494006	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM494005	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM494004	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM494003	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM494002	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM494001	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM494000	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM483368	GSE19429	hematopoietic stem cell, bone marrow
GSM483369	GSE19429	hematopoietic stem cell, bone marrow
GSM624943	GSE25462	skeletal muscle
GSM483366	GSE19429	hematopoietic stem cell, bone marrow
GSM483367	GSE19429	hematopoietic stem cell, bone marrow
GSM624942	GSE25462	skeletal muscle
GSM673964	GSE27263	blood
GSM230274	GSE9089, GSE9196	prostate gland, endothelial cell
GSM230275	GSE9089, GSE9196	prostate gland, endothelial cell
GSM230276	GSE9089, GSE9196	prostate gland, endothelial cell
GSM230277	GSE9089, GSE9196	prostate gland, endothelial cell
GSM230278	GSE9089, GSE9196	prostate gland, endothelial cell
GSM125028	GSE5460	breast
GSM125029	GSE5460	breast
GSM125026	GSE5460	breast
GSM125027	GSE5460	breast
GSM125024	GSE5460	breast
GSM125025	GSE5460	breast
GSM125022	GSE5460	breast
GSM125023	GSE5460	breast
GSM125020	GSE5460	breast
GSM125021	GSE5460	breast
GSM642851	GSE26176, GSE26177	uterine cervix
GSM642850	GSE26176, GSE26177	uterine cervix
GSM447155	GSE17906	prostate gland
GSM447157	GSE17906	prostate gland
GSM447156	GSE17906	prostate gland
GSM447159	GSE17906	prostate gland
GSM447158	GSE17906	prostate gland
GSM538956	GSE21589	lymph node
GSM538957	GSE21589	lymph node
GSM475721	GSE19188	lung
GSM161949	GSE7014	skeletal muscle
GSM161948	GSE7014	skeletal muscle
GSM161941	GSE7014	skeletal muscle
GSM161940	GSE7014	skeletal muscle
GSM161943	GSE7014	skeletal muscle
GSM161942	GSE7014	skeletal muscle
GSM161945	GSE7014	skeletal muscle
GSM161944	GSE7014	skeletal muscle
GSM161946	GSE7014	skeletal muscle
GSM475726	GSE19188	lung
GSM158868	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158869	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158866	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158867	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158864	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158865	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158862	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158863	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158860	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158861	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM244468	GSE9692	blood
GSM244469	GSE9692	blood
GSM244467	GSE9692	blood
GSM103559	GSE5110	skeletal muscle
GSM528883	GSE21138	prefrontal cortex
GSM528882	GSE21138	prefrontal cortex
GSM647607	GSE26378	blood
GSM429425	GSE17183	hepatocyte
GSM429424	GSE17183	hepatocyte
GSM429427	GSE17183	lymphocyte
GSM494242	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM429421	GSE17183	hepatocyte
GSM494244	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM429423	GSE17183	lymphocyte
GSM429422	GSE17183	lymphocyte
GSM494249	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM494248	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM429429	GSE17183	lymphocyte
GSM281298	GSE11151	renal cell carcinoma cell
GSM281299	GSE11151	renal cell carcinoma cell
GSM647606	GSE26378	blood
GSM281292	GSE11151	renal cell carcinoma cell
GSM281293	GSE11151	renal cell carcinoma cell
GSM281290	GSE11151	renal cell carcinoma cell
GSM281291	GSE11151	renal cell carcinoma cell
GSM281296	GSE11151	renal cell carcinoma cell
GSM281297	GSE11151	renal cell carcinoma cell
GSM281294	GSE11151	renal cell carcinoma cell
GSM281295	GSE11151	renal cell carcinoma cell
GSM243275	GSE9624	adipose tissue
GSM471968	GSE19067	T-cell lymphoma cell
GSM682027	GSE27562, GSE27567	leukocyte, peripheral blood mononuclear cell
GSM682028	GSE27562, GSE27567	leukocyte, peripheral blood mononuclear cell
GSM682029	GSE27562, GSE27567	leukocyte, peripheral blood mononuclear cell
GSM461069	GSE18497	pre-B acute lymphoblastic leukemia cell
GSM461068	GSE18497	pre-B acute lymphoblastic leukemia cell
GSM461061	GSE18497	T-cell acute lymphoblastic leukemia cell
GSM461060	GSE18497	pre-B acute lymphoblastic leukemia cell
GSM461063	GSE18497	pre-B acute lymphoblastic leukemia cell
GSM461062	GSE18497	T-cell acute lymphoblastic leukemia cell
GSM461065	GSE18497	T-cell acute lymphoblastic leukemia cell
GSM461064	GSE18497	pre-B acute lymphoblastic leukemia cell
GSM523275	GSE20916	colon
GSM523274	GSE20916	colon
GSM467030	GSE18842	lung
GSM467031	GSE18842	lung
GSM467032	GSE18842	lung
GSM467033	GSE18842	lung
GSM467034	GSE18842	lung
GSM467035	GSE18842	lung
GSM467036	GSE18842	lung
GSM467037	GSE18842	lung
GSM287298	GSE11375	blood
GSM287299	GSE11375	blood
GSM494230	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM494231	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM322270	GSE12838	monocyte
GSM322271	GSE12838	monocyte
GSM322272	GSE12838	monocyte
GSM322273	GSE12838	monocyte
GSM322274	GSE12838	monocyte
GSM322275	GSE12838	monocyte
GSM322276	GSE12838	monocyte
GSM322277	GSE12838	monocyte
GSM494232	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM494233	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM472145	GSE19069	T-cell lymphoma cell
GSM553449	GSE22224	peripheral blood mononuclear cell
GSM553448	GSE22224	peripheral blood mononuclear cell
GSM553445	GSE22224	peripheral blood mononuclear cell
GSM553444	GSE22224	peripheral blood mononuclear cell
GSM553447	GSE22224	peripheral blood mononuclear cell
GSM553446	GSE22224	peripheral blood mononuclear cell
GSM553443	GSE22224	peripheral blood mononuclear cell
GSM553442	GSE22224	peripheral blood mononuclear cell
GSM525369	GSE21029	lymph node, chronic lymphocytic leukemia cell
GSM525368	GSE21029	lymph node, chronic lymphocytic leukemia cell
GSM525363	GSE21029	lymph node, chronic lymphocytic leukemia cell
GSM525362	GSE21029	lymph node, chronic lymphocytic leukemia cell
GSM525365	GSE21029	lymph node, chronic lymphocytic leukemia cell
GSM525364	GSE21029	lymph node, chronic lymphocytic leukemia cell
GSM525367	GSE21029	lymph node, chronic lymphocytic leukemia cell
GSM525366	GSE21029	lymph node, chronic lymphocytic leukemia cell
GSM472141	GSE19069	T-cell lymphoma cell
GSM400741	GSE16015	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM400740	GSE16015	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM400743	GSE16015	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM400742	GSE16015	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM400745	GSE16015	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM400744	GSE16015	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM400747	GSE16015	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM400746	GSE16015	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM400749	GSE16015	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM400748	GSE16015	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM212790	GSE8581	lung
GSM238841	GSE5281	posterior cingulate cortex
GSM238840	GSE5281	posterior cingulate cortex
GSM249675	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM249676	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM249677	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM407249	GSE16214	peripheral blood mononuclear cell
GSM401166	GSE16028	blood
GSM401167	GSE16028	blood
GSM401164	GSE16028	blood
GSM401165	GSE16028	blood
GSM401162	GSE16028	blood
GSM401163	GSE16028	blood
GSM401160	GSE16028	blood
GSM401161	GSE16028	blood
GSM261148	GSE10334	gingiva
GSM261149	GSE10334	gingiva
GSM261144	GSE10334	gingiva
GSM261145	GSE10334	gingiva
GSM261146	GSE10334	gingiva
GSM261147	GSE10334	gingiva
GSM261140	GSE10334	gingiva
GSM261141	GSE10334	gingiva
GSM381260	GSE15258	blood
GSM381261	GSE15258	blood
GSM381262	GSE15258	blood
GSM381263	GSE15258	blood
GSM381264	GSE15258	blood
GSM381265	GSE15258	blood
GSM381266	GSE15258	blood
GSM381267	GSE15258	blood
GSM381268	GSE15258	blood
GSM381269	GSE15258	blood
GSM465918	GSE18781	peripheral blood
GSM274960	GSE10846, GSE11318	lymph node, B-cell lymphoma cell
GSM274961	GSE10846, GSE11318	lymph node, B-cell lymphoma cell
GSM274962	GSE10846, GSE11318	lymph node, B-cell lymphoma cell
GSM274963	GSE10846, GSE11318	lymph node, B-cell lymphoma cell
GSM274964	GSE10846, GSE11318	lymph node, B-cell lymphoma cell
GSM274965	GSE10846, GSE11318	lymph node, B-cell lymphoma cell
GSM274966	GSE10846	lymph node
GSM274967	GSE10846, GSE11318	lymph node, B-cell lymphoma cell
GSM274968	GSE10846, GSE11318	lymph node, B-cell lymphoma cell
GSM274969	GSE10846, GSE11318	lymph node, B-cell lymphoma cell
GSM301592	GSE11940, GSE11942	hepatocyte
GSM301593	GSE11940, GSE11942	hepatocyte
GSM301590	GSE11940, GSE11942	hepatocyte
GSM301591	GSE11940, GSE11942	hepatocyte
GSM301596	GSE11940, GSE11942	hepatocyte
GSM301597	GSE11940, GSE11942	hepatocyte
GSM301594	GSE11940, GSE11942	hepatocyte
GSM301595	GSE11940, GSE11942	hepatocyte
GSM648659	GSE26440	blood
GSM648658	GSE26440	blood
GSM648655	GSE26440	blood
GSM648654	GSE26440	blood
GSM648657	GSE26440	blood
GSM648656	GSE26440	blood
GSM648651	GSE26440	blood
GSM648650	GSE26440	blood
GSM648653	GSE26440	blood
GSM648652	GSE26440	blood
GSM217027	GSE8742	MCF-7 cell
GSM387308	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM679720	GSE27515	breast cancer cell line
GSM427809	GSE17183	liver
GSM107866	GSE4773	brain
GSM107867	GSE4773	brain
GSM107864	GSE4773	brain
GSM107865	GSE4773	brain
GSM107862	GSE4773	brain
GSM107863	GSE4773	brain
GSM107860	GSE4773	brain
GSM107861	GSE4773	brain
GSM679725	GSE27515	breast cancer cell line
GSM679724	GSE27515	breast cancer cell line
GSM679727	GSE27515	breast cancer cell line
GSM422979	GSE16879	colon
GSM422973	GSE16879	colon
GSM422971	GSE16879	colon
GSM422977	GSE16879	colon
GSM422975	GSE16879	colon
GSM423001	GSE16879	colon
GSM423003	GSE16879	colon
GSM423005	GSE16879	colon
GSM423007	GSE16879	colon
GSM423009	GSE16879	colon
GSM215098	GSE8671	colon
GSM721004	GSE29111	blood
GSM315862	GSE12606	kidney
GSM299992	GSE11877	peripheral blood, acute lymphoblastic leukemia cell
GSM146201	GSE6338	T-lymphocyte
GSM146200	GSE6338	T-lymphocyte
GSM428945	GSE17183	liver
GSM428944	GSE17183	liver
GSM428947	GSE17183	liver
GSM428946	GSE17183	liver
GSM428941	GSE17183	liver
GSM428940	GSE17183	liver
GSM428943	GSE17183	liver
GSM428942	GSE17183	liver
GSM466950	GSE18842	lung
GSM466951	GSE18842	lung
GSM466952	GSE18842	lung
GSM466953	GSE18842	lung
GSM428949	GSE17183	liver
GSM428948	GSE17183	liver
GSM466956	GSE18842	lung
GSM466957	GSE18842	lung
GSM668109	GSE27071	monocyte
GSM668108	GSE27071	monocyte
GSM668107	GSE27071	monocyte
GSM668106	GSE27071	monocyte
GSM668105	GSE27071	monocyte
GSM668104	GSE27071	monocyte
GSM668103	GSE27071	monocyte
GSM668102	GSE27071	monocyte
GSM668101	GSE27071	monocyte
GSM466228	GSE18791	monocyte-derived dendritic cell
GSM466229	GSE18791	monocyte-derived dendritic cell
GSM466222	GSE18791	monocyte-derived dendritic cell
GSM466223	GSE18791	monocyte-derived dendritic cell
GSM466220	GSE18791	monocyte-derived dendritic cell
GSM466221	GSE18791	monocyte-derived dendritic cell
GSM466226	GSE18791	monocyte-derived dendritic cell
GSM466227	GSE18791	monocyte-derived dendritic cell
GSM466224	GSE18791	monocyte-derived dendritic cell
GSM466225	GSE18791	monocyte-derived dendritic cell
GSM388586	GSE15490	B-lymphocyte
GSM388587	GSE15490	B-lymphocyte
GSM388584	GSE15490	B-lymphocyte
GSM388585	GSE15490	B-lymphocyte
GSM388583	GSE15490	B-lymphocyte
GSM388588	GSE15490	B-lymphocyte
GSM388589	GSE15490	B-lymphocyte
GSM388630	GSE15490	B-lymphocyte
GSM388631	GSE15490	B-lymphocyte
GSM388632	GSE15490	B-lymphocyte
GSM181761	GSE7500	NT2/D1 cell
GSM181760	GSE7500	NT2/D1 cell
GSM181983	GSE7509	monocyte, monocyte-derived dendritic cell
GSM181982	GSE7509	monocyte, monocyte-derived dendritic cell
GSM181981	GSE7509	monocyte, monocyte-derived dendritic cell
GSM181980	GSE7509	monocyte, monocyte-derived dendritic cell
GSM528858	GSE21138	prefrontal cortex
GSM528859	GSE21138	prefrontal cortex
GSM528850	GSE21138	prefrontal cortex
GSM528851	GSE21138	prefrontal cortex
GSM528852	GSE21138	prefrontal cortex
GSM528853	GSE21138	prefrontal cortex
GSM528854	GSE21138	prefrontal cortex
GSM528855	GSE21138	prefrontal cortex
GSM528856	GSE21138	prefrontal cortex
GSM528857	GSE21138	prefrontal cortex
GSM276058	GSE10890	MCF-7 cell
GSM276059	GSE10890	MCF-7 cell
GSM276056	GSE10890	MCF-7 cell
GSM276054	GSE10890	MCF-7 cell
GSM276055	GSE10890	MCF-7 cell
GSM276052	GSE10890	MCF-7 cell
GSM276053	GSE10890	MCF-7 cell
GSM276050	GSE10890	MCF-7 cell
GSM276051	GSE10890	MCF-7 cell
GSM272994	GSE10821	B-lymphocyte, germinal center
GSM651861	GSE26511	cervical carcinoma cell
GSM523288	GSE20916	colon
GSM523289	GSE20916	colon
GSM523284	GSE20916	colon
GSM523285	GSE20916	colon
GSM523286	GSE20916	colon
GSM523287	GSE20916	colon
GSM523280	GSE20916	colon
GSM523281	GSE20916	colon
GSM523282	GSE20916	colon
GSM523283	GSE20916	colon
GSM446039	GSE17855	acute myeloid leukemia cell
GSM446038	GSE17855	acute myeloid leukemia cell
GSM556663	GSE22373	monocyte
GSM446031	GSE17855	acute myeloid leukemia cell
GSM446030	GSE17855	acute myeloid leukemia cell
GSM446033	GSE17855	acute myeloid leukemia cell
GSM446032	GSE17855	acute myeloid leukemia cell
GSM446035	GSE17855	acute myeloid leukemia cell
GSM446034	GSE17855	acute myeloid leukemia cell
GSM446037	GSE17855	acute myeloid leukemia cell
GSM446036	GSE17855	acute myeloid leukemia cell
GSM239618	GSE9452	colon
GSM239617	GSE9452	colon
GSM249739	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM249738	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM556664	GSE22373	macrophage
GSM249731	GSE9890, GSE9899	ovarian low malignant potential tumor cell
GSM249730	GSE9890, GSE9899	ovarian low malignant potential tumor cell
GSM249733	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM249732	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM249735	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM249734	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM249737	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM249736	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM447638	GSE17920	Hodgkin lymphoma cell
GSM447639	GSE17920	Hodgkin lymphoma cell
GSM447630	GSE17920	Hodgkin lymphoma cell
GSM447631	GSE17920	Hodgkin lymphoma cell
GSM447632	GSE17920	Hodgkin lymphoma cell
GSM447633	GSE17920	Hodgkin lymphoma cell
GSM447634	GSE17920	Hodgkin lymphoma cell
GSM447635	GSE17920	Hodgkin lymphoma cell
GSM447636	GSE17920	Hodgkin lymphoma cell
GSM447637	GSE17920	Hodgkin lymphoma cell
GSM467023	GSE18842	lung
GSM467022	GSE18842	lung
GSM467021	GSE18842	lung
GSM467020	GSE18842	lung
GSM651863	GSE26511	cervical carcinoma cell
GSM261269	GSE10334	gingiva
GSM261268	GSE10334	gingiva
GSM256267	GSE10138	lymphocyte, chronic lymphocytic leukemia cell
GSM256266	GSE10138	lymphocyte, chronic lymphocytic leukemia cell
GSM256265	GSE10138	lymphocyte, chronic lymphocytic leukemia cell
GSM256264	GSE10138	lymphocyte, chronic lymphocytic leukemia cell
GSM261261	GSE10334	gingiva
GSM261260	GSE10334	gingiva
GSM256269	GSE10138	lymphocyte, chronic lymphocytic leukemia cell
GSM256268	GSE10138	lymphocyte, chronic lymphocytic leukemia cell
GSM261265	GSE10334	gingiva
GSM261264	GSE10334	gingiva
GSM261267	GSE10334	gingiva
GSM261266	GSE10334	gingiva
GSM287429	GSE11375	blood
GSM312668	GSE12446	uterine endometrium
GSM312669	GSE12446	uterine endometrium
GSM287428	GSE11375	blood
GSM475659	GSE19188	lung
GSM312667	GSE12446	uterine endometrium
GSM275195	GSE10846, GSE17372	lymph node
GSM287421	GSE11375	blood
GSM287420	GSE11375	blood
GSM97894	GSE4290	brain
GSM281001	GSE11135	mononuclear cell, acute myeloid leukemia cell
GSM281000	GSE11135	mononuclear cell, acute myeloid leukemia cell
GSM281007	GSE11135	Hep-G2 cell
GSM281006	GSE11135	Hep-G2 cell
GSM281009	GSE11135	Hep-G2 cell
GSM281008	GSE11135	Hep-G2 cell
GSM312845	GSE12453	follicular lymphoma cell
GSM234847	GSE9250	chronic lymphocytic leukemia cell
GSM234843	GSE9250	chronic lymphocytic leukemia cell
GSM280839	GSE11135	mononuclear cell, acute myeloid leukemia cell
GSM280838	GSE11135	mononuclear cell, acute myeloid leukemia cell
GSM280837	GSE11135	mononuclear cell, chronic lymphocytic leukemia cell
GSM280836	GSE11135	mononuclear cell, chronic myeloid leukemia cell
GSM252173	GSE10026, GSE9973	B-lymphocyte, Burkitt lymphoma cell line
GSM252172	GSE10026, GSE9973	B-lymphocyte, Burkitt lymphoma cell line
GSM252171	GSE10026, GSE9973	B-lymphocyte, Burkitt lymphoma cell line
GSM252170	GSE10026, GSE9973	B-lymphocyte, Burkitt lymphoma cell line
GSM646794	GSE26339	adipose tissue
GSM227519	GSE8977	breast
GSM227518	GSE8977	breast
GSM227515	GSE8977	breast
GSM227514	GSE8977	breast
GSM227517	GSE8977	breast
GSM227516	GSE8977	breast
GSM286864	GSE11318	lymph node, B-cell lymphoma cell
GSM286865	GSE11318	lymph node, B-cell lymphoma cell
GSM286866	GSE11318	lymph node, B-cell lymphoma cell
GSM286867	GSE11318	lymph node, B-cell lymphoma cell
GSM286860	GSE11318	lymph node, B-cell lymphoma cell
GSM286861	GSE11318	lymph node, B-cell lymphoma cell
